ten_quan,diem_trung_binh,dia_chi,gio_mo_cua,gia_ca,lat,lon,url_anh,diem_Không gian,diem_Vị trí,diem_Chất lượng,diem_Phục vụ,diem_Giá cả,thuc_don,url_goc
Ốc Béo Tân Bình,_._,"29 Nguyễn Thái Bình, P. 4, Quận Tân Bình, TP. HCM",Đang mở cửa  16:30 - 22:30,25.000đ - 69.000đ,10.7998730000000,106.6591981000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9hw1j1mok932,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/oc-beo-tan-binh
Phở Ngoon - Parkson Lê Thánh Tôn,6.5,"Parkson Lê Thánh Tôn, Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  09:00 - 21:00,30.000đ - 50.000đ,10.7772270000000,106.7019710000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8e2hk5n5y182,7.7,7.3,6.3,6.0,5.3,,https://www.foody.vn/ho-chi-minh/pho-ngoon-parkson-saigontourist
Like Coffee - Phạm Văn Đồng,_._,"550/2 Phạm Văn Đồng, P. 13, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  06:00 - 22:00,12.000đ - 30.000đ,10.8231260000000,106.7049690000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9r2mgi276h58,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/like-coffee-pham-van-dong
Mì Trộn Đùi Gà Quay Đệ Nhất Quận 4 - 120 Vĩnh Hội,_._,"120 Vĩnh Hội, P. 4, Quận 4, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.7560331000000,106.7049171000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvdlo0by6jdce,--,--,--,--,--,Mì trộn đùi gà quay sốt sa tế cay + Lục trà chanh trân châu (84.000đ) | Mì trộn đùi gà quay sốt tiêu + Lục trà chanh trân châu (84.000đ) | Mì trộn đùi gà trứng kho sốt sa tế cay + Lục trà chanh trân châu (90.000đ) | Mì trộn đùi gà trứng kho sốt tiêu +  Lục trà chanh trân châu (90.000đ) | Mì trộn xá xíu sốt sa tế cay + Lục trà chanh trân châu (80.000đ) | Mì trộn xá xíu sốt tiêu + Lục trà chanh trân châu (80.000đ) | Mì trộn xá xíu trứng kho sốt sa tế cay + Lục trà chanh trân châu (90.000đ) | Mì trộn xá xíu trứng kho sốt tiêu + Lục trà chanh trân châu (90.000đ) | Mì trộn đùi gà trứng kho sốt sa tế cay (65.000đ) | Mì trộn đùi gà quay sốt sa tế cay (59.000đ) | Mì trộn đùi gà quay sốt tiêu (59.000đ) | Mì trộn đùi gà trứng kho sốt tiêu (65.000đ) | Mì trộn xá xíu sốt sa tế cay (55.000đ) | Mì trộn xá xíu sốt tiêu (55.000đ) | Mì trộn xá xíu trứng kho sốt sa tế cay (65.000đ) | Mì trộn xá xíu trứng kho sốt tiêu (65.000đ),https://www.foody.vn/ho-chi-minh/mi-tron-dui-ga-quay-de-nhat-quan-4-120-vinh-hoi
"Monachi - Tiramisu, Trà Sữa & Matcha - Quận 10",_._,"DD34 Bạch Mã, P. 15, Quận 10, TP. HCM",Đang mở cửa  11:00 - 23:00,Đang cập nhật,10.7808652000000,106.6622984000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mgosduy63ax66f,--,--,--,--,--,1 Gỏi cuốn trứng thịt luộc (9.500đ) | Bánh Tráng Trộn Phần To (29.000đ) | Bánh  Tráng Trộn Phần Nhỏ (23.000đ) | 1 Cuốn Bánh Tráng Cuốn (6.000đ) | 1 Gỏi cuốn thịt luộc (9.000đ) | Trà sữa olong lài (32.000đ) | Trà Sữa Ô Long Lài Trân Châu Ô Long (35.000đ) | Matcha ( Uji Nhật) coocnut (45.000đ) | Matcha Đài Loan Coconut (34.000đ) | Matcha ( Haru Nhật) coconut (57.000đ) | Matcha(Đài Loan) latte (sữa TH) (32.000đ) | Matcha ( Haru Nhật) Latte ( Sữa TH) (52.000đ) | Matcha ( uji) latte ( sữa TH) (40.000đ) | Trà tắc (20.000đ),https://www.foody.vn/ho-chi-minh/monachi-tiramisu-tra-sua-matcha-quan-10
Rovina Coffee - Vĩnh Khánh,_._,"82 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",Đang mở cửa  06:30 - 23:59,12.000đ - 25.000đ,10.7612220000000,106.7059840000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwglkx1qz1src5,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/rovina-coffee-vinh-khanh
Súp Cua Ông Bắp - Bình Thạnh,_._,"122/5 Bùi Đình Tuý, P. 12, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  08:00 - 22:00,Đang cập nhật,10.8082826000000,106.7052239000000,https://down-vn.img.susercontent.com/vn-11134259-820l4-mf2hsbj8xv6190,--,--,--,--,--,Súp Cua Đặc Biệt ( Full 9 lọai topping ) (90.000đ) | Súp Cua Sò Điệp Tóc Tiên (50.000đ) | Súp Cua Tôm Bò Viên Gân (60.000đ) | Súp Cua Bào Ngư Bò Viên Gân (75.000đ) | Súp cua óc heo - nửa bộ (55.000đ) | Súp cua truyền thống (33.000đ) | Súp cua óc heo - nguyên bộ (79.000đ) | Súp cua trứng bắc thảo - 1/2 trứng (38.000đ) | Súp cua bào ngư (65.000đ) | Súp cua tôm (45.000đ) | Súp cua trứng bắc thảo - 1 trứng (45.000đ) | Súp cua tủy (55.000đ) | Súp cua sò điệp (45.000đ) | Súp cua thanh cua (40.000đ) | Súp cua bánh bao trứng nhím (40.000đ),https://www.foody.vn/ho-chi-minh/sup-cua-ong-bap-binh-thanh
Lá Homemade - Sâm Mía Lau & Các Thức Uống Detox - CN Quận 1 - Đinh Tiên Hoàng,_._,"190 Đinh Tiên Hoàng, P. Phú Thuận, Quận 1, TP. HCM",Chưa mở cửa  07:30 - 18:30,19.000đ - 49.000đ,10.7918245000000,106.6960695000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mh3092179afj4e,--,--,--,--,--,Cà Phê Sữa S (26.000đ) | Cà Phê Đen S (24.000đ) | SPECIAL CAFE KEM MUỐI S (32.000đ) | Cà phê Sữa M (34.000đ) | Cà phê đen M (32.000đ) | Bạc Xỉu Signature S (32.000đ) | Bạc Xỉu Signature M (40.000đ) | SPECIAL CAFE KEM MUỐI M (40.000đ) | CAFE LÁ DỨA S (32.000đ) | CAFE LÁ DỨA M (40.000đ) | CAFE SỮA TƯƠI SƯƠNG SÁO S (36.000đ) | MATCHA LATTE M (40.000đ) | MATCHA LATTE S (32.000đ) | Special Caramel Latte size M (40.000đ) | CAFE SỮA TƯƠI SƯƠNG SÁO M (44.000đ) | Special Caramel Latte S (32.000đ) | CHOCOLATE/CACAO M (42.000đ),https://www.foody.vn/ho-chi-minh/la-homemade-sam-mia-lau-cac-thuc-uong-detox-cn-quan-1-dinh-tien-hoang
Lẩu Bò Kho Xương Ống Gò Vấp - Nguyễn Văn Lượng,_._,"255 A4 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",Chưa mở cửa  12:00 - 22:00,Đang cập nhật,10.8384869000000,106.6701440000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lv1iwqlcbsahda,--,--,--,--,--,Tổ ong (45.000đ) | Rau + nấm (15.000đ) | Bò viên (45.000đ) | Mì thêm (10.000đ) | Gân bò (46.000đ) | Đậu hủ (15.000đ),https://www.foody.vn/ho-chi-minh/lau-bo-kho-xuong-ong-go-vap-nguyen-van-luong
Memory Lane - Thảo Điền,_._,"25 Lê Văn Miến, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  09:00 - 21:00,15.000đ - 50.000đ,10.8054117000000,106.7330688000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvagkbqd50909,--,--,--,--,--,Bạc xỉu (50.000đ) | Cafe Vợt sữa đá (55.000đ) | Cảm ép (60.000đ) | Dừa tươi (40.000đ) | Ép thơm (60.000đ) | Caffe Sữa (50.000đ) | Ép dưa hấu (60.000đ) | Cà phê Vợt Đen đá (50.000đ) | Ép chanh dây (60.000đ) | Caffe đen đá (45.000đ) | Cơm Chiên Cải Chua Và Bò (85.000đ) | Cơm Chiên Hải sản (85.000đ) | Cơm Trắng Thịt luộc cà pháo (75.000đ) | Cơm Chiên Cá Mặn (85.000đ) | Cơm Trắng Chả cá chiên (75.000đ) | Cơm chiên Cá Nục (75.000đ),https://www.foody.vn/ho-chi-minh/memory-lane-thao-dien
53 Coffee - Pham Văn Đồng,_._,"226 Đường Phạm Văn Đồng, P. 1, Quận Gò Vấp, TP. HCM",Đang mở cửa  00:01 - 23:59,Đang cập nhật,10.8179880000000,106.6869430000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m1s530bjsg9f9a,--,--,--,--,--,Salted coffee (47.000đ) | Black cofee (39.000đ) | White coffee (39.000đ) | Cafe chocolate (38.000đ) | Latte cacao (42.000đ) | Almond coffee (47.000đ) | Coconut coffee (47.000đ) | Mint coffee (47.000đ) | Strawberry cacao (52.000đ) | Salted cacao (52.000đ) | Latte cacao (52.000đ) | Mango matcha (52.000đ) | Strawberry matcha (52.000đ) | Cacao Matcha (52.000đ) | Matcha machiato (52.000đ) | Coconut matcha (52.000đ),https://www.foody.vn/ho-chi-minh/53-coffee-pham-van-dong
Yummy Food - Võ Văn Kiệt,_._,"1464A Võ Văn Kiệt, P. 16, Quận 8, TP. HCM",Chưa mở cửa  06:00 - 18:00,19.000đ - 79.000đ,10.7437571000000,106.6492657000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvblsv9ye2s3c,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/yummy-food-vo-van-kiet
Cơm Trưa & Sinh Tố - Nguyễn Gia Trí,_._,"157/18 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  06:00 - 18:00,25.000đ - 25.000đ,10.8053040000000,106.7159000000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwagsikek1crd2,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/com-trua-sinh-to-nguyen-gia-tri
Cafe Ngon - Coffee Matcha Tea - Quận 8,_._,"25 Vĩnh Nam, P. 11, Quận 8, TP. HCM",Quán tạm nghỉ  ,Đang cập nhật,10.7478682000000,106.6615539000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvht776xsjo0c,--,--,--,--,--,Matcha Kem Trứng (Size L 700Ml) (22.000đ) | Matcha Sữa Dừa (Size L 700ml) (22.000đ) | Chocolate Socolate Đá (Size L 700ml) (22.000đ) | Cacao Sữa Đá (Size L lớn 700ml) (20.000đ) | Cacao Sữa Dừa (size L lớn 700ml) (22.000đ) | Cacao Macchiato (Size L 700ml) (22.000đ) | Chocolate Latte (Size L 700ml) (22.000đ) | Chocolate Matcha (Size L 700ml) (22.000đ) | Cacao Kem Muối (Size L 700ml) (20.000đ) | Cacao Kem Trứng (Size L 700ml) (22.000đ) | Hồng Trà Tắc (Size L lớn 700Ml) (15.000đ) | Trà Ổi Hồng (Size L 700ml) (20.000đ) | Trà Đào Cam Sả (Size L 700ml) (20.000đ) | Hồng Trà Chanh (Size L 700Ml) (15.000đ) | Hồng Trà Chanh Mật Ong (Size L 700ml) (18.000đ) | Trà Chanh Dây Mật Ong (Size L 700ml) (18.000đ),https://www.foody.vn/ho-chi-minh/cafe-ngon-coffee-matcha-tea-quan-8
Bioca Cafe - Phan Xích Long,_._,"33 Phan Xích Long, P. 3, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  09:00 - 22:00,15.000đ - 33.000đ,10.8026560000000,106.6821010000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwha0xg5978bd5,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/bioca-cafe-phan-xich-long
Giò Heo Muối Chiên Giòn Tân Phú 2 - Lê Văn Khương,_._,"326 Lê Văn Khương, P. Thới An, Quận 12, TP. HCM",Chưa mở cửa  09:00 - 21:00,Đang cập nhật,10.8749174000000,106.6492405000000,https://down-vn.img.susercontent.com/vn-11134259-820l4-mevaa89dwe0y15,--,--,--,--,--,Nửa giò heo muối chiên giòn (190.000đ) | 1 Bánh bao chiên (3.000đ) | 1 giò heo muốn chiên giòn (340.000đ),https://www.foody.vn/ho-chi-minh/gio-heo-muoi-chien-gion-tan-phu-2-le-van-khuong
Let’s Drunk - FastFood - Thảo Điền,_._,"11A – B, Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Đang mở cửa  10:00 - 23:00,200.000đ - 700.000đ,10.8022470000000,106.7380670000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu692b32dnd44,--,--,--,--,--,Seafood Burger - Burger Hải sản (199.000đ) | Escape Burger (249.000đ) | Chicken Burger - Burger Gà (169.000đ) | Chicken Honey Salad (149.000đ) | Ceasar Salad (119.000đ) | Calamari - Mực chiên giòn (155.000đ) | Escape cheese ball (179.000đ) | French Fried (55.000đ) | Hot Chicken Wing (199.000đ) | Chicken Tender - Gà áp chảo (165.000đ) | Fish & Chips (170.000đ) | Golden Dream (72.000đ) | Body Detox (72.000đ) | Escape Detox (72.000đ) | Vitamin C (72.000đ),https://www.foody.vn/ho-chi-minh/let-s-drunk-fastfood-thao-dien
Muti Coffee - Trường Sa,_._,"496 Trường Sa, P. 2, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  06:00 - 22:00,5.000đ - 50.000đ,10.7959185000000,106.6822364000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw98yam1xxp7d6,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/muti-coffee-truong-sa
Effoc Cafe - Nguyễn Tri Phương,7.1,"212 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",Chưa mở cửa  07:00 - 22:00,20.000đ - 50.000đ,10.7610072000000,106.6688110000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh7rp72l0bdbc,7.5,7.1,7.0,7.0,6.8,,https://www.foody.vn/ho-chi-minh/effoc-cafe-nguyen-tri-phuong
Bún Mắm Nêm Chị Linh Quận 1 - 15 Lê Thánh Tôn,5.0,"15 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  11:00 - 17:00,Đang cập nhật,10.7807639000000,106.7049692000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lv1jhm4whud56e,5.0,5.0,5.0,5.0,5.0,Gỏi cuốn (12.000đ) | Bún mắm nêm đà nẵng (55.000đ) | Bún mắm nêm đà nẵng (40.000đ) | Bánh hỏi heo quay (35.000đ) | Gỏi đu đủ ngó sen (60.000đ) | Combo Bánh hỏi heo quay đầy đủ (55.000đ) | Gỏi đu đủ (55.000đ) | Gỏi ngó sen (70.000đ),https://www.foody.vn/ho-chi-minh/bun-mam-nem-chi-linh-quan-1-15-le-thanh-ton
Vlook Cafe & Tea D5 Bình Thạnh,_._,"57/37 D5, P. 25, Quận Bình Thạnh, TP. HCM",Đang mở cửa  08:00 - 23:59,Đang cập nhật,10.8063888000000,106.7151165000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m5cf54uwea0mc9,--,--,--,--,--,Phin Đen (29.000đ) | Phin Sữa (32.000đ) | Bạc Xỉu (35.000đ) | Cafe Muối (39.000đ) | Coldbrew Nguyên Bản (45.000đ) | Coldbrew Sữa Tươi (49.000đ) | Coldbrew Vải (49.000đ) | Nhài Sữa Matcha (49.000đ) | OoLong Tứ Quý Sữa (49.000đ) | Trà Sữa Chân Châu (45.000đ) | Hạnh Nhân Sữa Hoa Nhài (49.000đ) | Ổi Hồng Chanh Mật Ong (49.000đ) | Trà Vải Hoa Hồng (55.000đ) | Trà Đào Cam Sả (55.000đ) | Hibiscus Đào (49.000đ),https://www.foody.vn/ho-chi-minh/vlook-cafe-tea-d5-binh-thanh
Gà Rán & Burger McDonald's GiGa Mall Thu Duc,8.4,"Tầng Trệt (L1) Hoặc Cổng C3 Tòa Nhà Gigamall Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  10:30 - 22:00,50.000đ - 200.000đ,10.8275762000000,106.7210420000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mhip54hkmio0c4,8.7,8.6,8.5,8.2,8.2,Phô Mai Nhúng (29.000đ) | Combo Giáng Sinh A (219.000đ) | Combo Giáng Sinh B (309.000đ) | Mua 2 Tặng 2 Gà rán 109k kèm nước (1712) (109.000đ) | Khoai Tây Chiên 23k (23.000đ) | 6 Miếng Gà Viên (59.000đ) | Combo Đồng Giá 40k - Burger Thịt Bò Nướng (1605) (40.000đ) | Combo Đồng Giá 40k - Gà Rán (1608) (40.000đ) | Combo Đồng Giá 40k - Burger Thịt Nướng (1606) (40.000đ) | Combo 9 Gà Viên (2080) (109.000đ) | Combo 20 Gà Viên (2079) (189.000đ) | Combo 10 McWings (2081) (319.000đ),https://www.foody.vn/ho-chi-minh/ga-ran-burger-mcdonald-s-giga-mall-thu-duc
Wantan Master - Thảo Điền,6.7,"80E Xuân Thủy (Đường 39), P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  10:00 - 21:00,29.000đ - 185.000đ,10.8033539000000,106.7337917000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfjmennpw4bb2,8.0,7.3,7.0,7.0,4.3,,https://www.foody.vn/ho-chi-minh/wantan-master-thao-dien
Cơm Gà Mã Lai - Chợ Phú Nhuận,_._,"95/19 Huỳnh Văn Bánh, P. 17, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  09:00 - 13:00,40.000đ - 40.000đ,10.7936143000000,106.6815399000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv4anvuhbyccc,--,--,--,--,--,Mì gói xào bò (40.000đ) | Nui xào bò lắc (40.000đ) | Cơm chiên Dương Châu (40.000đ) | Cơm bò lúc lắc (40.000đ) | Cơm gà Mã Lai (40.000đ),https://www.foody.vn/ho-chi-minh/com-ga-ma-lai-cho-phu-nhuan
Dou Dou Dessert - Tiệm Chè Người Hoa Truyền Thống Quận 10,_._,"132 Hùng Vương, P. 2, Quận 10, TP. HCM",Đang mở cửa  10:30 - 22:30,Đang cập nhật,10.7619833000000,106.6757466000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-mc3e5804m3qq72,--,--,--,--,--,Chè Mè Đen Mochi (39.000đ) | Chè Khoai Môn Sữa Dừa (43.000đ) | Chè Đậu Đỏ Hạt Sen (41.000đ) | Chè Hạt Sen Bạch Quả (39.000đ) | Chè Hạt Sen Củ Năng (39.000đ) | Chè Đậu Đỏ Mochi (41.000đ) | Chè Hột Gà Trà Nhãn Nhục (39.000đ) | Chè Củ Năng Nhãn Nhục (39.000đ) | Chè Củ Năng Bạch Quả (39.000đ) | Chè Hạt Sen Nhãn Nhục (39.000đ) | Chè Hạt Sen Truyền Thống (39.000đ) | Chè Đậu Đỏ Truyền Thống (39.000đ) | Chè Lê Tiềm Táo Đỏ Tuyết Nhĩ (59.000đ) | Chè Lê Tiềm Tuyết Đào (59.000đ) | Chè Tuyết Sen Nhãn (48.000đ) | Chè Tuyết Đào Dưỡng Nhan (48.000đ),https://www.foody.vn/ho-chi-minh/dou-dou-dessert-tiem-che-nguoi-hoa-truyen-thong-quan-10
Bếp Mẹ Shin - Chân Gà Sốt Thái Cay 5 Cấp Độ & Ăn Vặt,9.4,"102/5 Đường Số 20, P. 5, Quận Gò Vấp, TP. HCM",Đang mở cửa  10:00 - 23:00,10.000đ - 100.000đ,10.8336170000000,106.6867540000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mfwsd1hcd1c965,9.8,9.5,9.4,9.3,9.2,Trái Cây Lắc Thái Mới (Trend 2025) (39.000đ) | Sứa Sốt Thái (95.000đ) | Trái Cây Lắc Thái Mới (Trend 2025) (39.000đ) | Bếp Mẹ Shin - Gò Vấp - Không Chi Nhánh (777.777đ) | Chân gà rút xương sốt Thái 5 cấp độ (130.000đ) | Chân Gà Rút Xương Sốt Thái 5 Cấp Độ cay size S (75.000đ) | Chân gà rút xương Hàn Quốc Cay ( mặc định cay) (135.000đ) | Chân gà rút xương trộn sate Cay ( mặc định cay) (130.000đ) | Chân gà rút xương lắc ớt Cay Tê (Xuyên Tiêu) (130.000đ) | Chân Gà Rút Xương Sốt Cay Vị Tuỳ Chọn size S (75.000đ) | Chân gà nguyên Xương sốt Thái 5 cấp độ (95.000đ) | Chân gà nguyên xương trộn Sate Cay ( mặc định cay) (95.000đ),https://www.foody.vn/ho-chi-minh/bep-me-shin-chan-ga-sot-thai-cay-5-cap-do-an-vat
QUÁN CHAY LAM SƠN BÌNH THẠNH,_._,"18 Lam Sơn, P. 6, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  10:30 - 14:00,Đang cập nhật,10.8047095000000,106.6883149000000,https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m7w0r8uaa6x39b,--,--,--,--,--,BÚN GẠO XÀO (35.000đ) | HỦ TIẾU NƯỚC (35.000đ) | MÌ NƯỚC (35.000đ) | HỦ TIẾU MÌ NƯỚC (35.000đ) | CAM VẮT MẬT ONG (30.000đ) | NƯỚC ÉP TƯƠI (30.000đ) | TRÀ CHANH (25.000đ) | NƯỚC NGỌT (20.000đ),https://www.foody.vn/ho-chi-minh/quan-chay-lam-son-binh-thanh
Cơm Tấm Ngon - Bình Thành,_._,"149 Bình Thành, Quận Bình Tân, TP. HCM",Chưa mở cửa  06:30 - 20:00,20.000đ - 25.000đ,10.8027103935407,106.5874960273504,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7o6hw4g255a1,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/com-tam-ngon-binh-thanh
Cơm Tấm - Nàng Tấm - 99 Nguyễn Huệ,_._,"99 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  06:30 - 23:00,Đang cập nhật,10.7736166000000,106.7038186000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lv1j0uhvuk1lb2,--,--,--,--,--,CƠM MAI GHẸ ĐẶC BIỆT (129.000đ) | CƠM SƯỜN QUE ĐẶC BIỆT (129.000đ) | CƠM SƯỜN MIẾNG (89.000đ) | CƠM SƯỜN QUE (109.000đ) | CƠM NỌNG GIÒN (119.000đ) | CƠM MAI GHẸ ( Signature ) (109.000đ) | CƠM THỊT KHO NÀNG TẤM (99.000đ) | CƠM GÀ ROTI (99.000đ) | CƠM GÀ SỐT TERIYAKI (99.000đ) | CƠM CÁ KHO TỘ (99.000đ) | CƠM SƯỜN NON RAM MẶN (89.000đ) | CƠM XÍU MẠI TRỨNG MUỐI (99.000đ) | CƠM BA CHỈ (99.000đ) | CƠM TẤM MẸT (159.000đ) | BÚN THỊT NƯỚNG (89.000đ) | BÚN CHẢ HÀ NỘI (109.000đ),https://www.foody.vn/ho-chi-minh/com-tam-nang-tam-99-nguyen-hue
"Herb Juice - Nước Ép, Sinh Tố & Ăn Vặt - Hoàng Đức Tương - Quận 11",_._,"Số 7 Hoàng Đức Tương, P. 4, Quận 11, TP. HCM",Chưa mở cửa  08:00 - 22:00,35.000đ - 50.000đ,10.7580470000000,106.6576100000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv3wtpnj99569,--,--,--,--,--,Sinh tố bơ (45.000đ) | Sinh tố chuối kiwi (45.000đ) | Sinh tố chuối (45.000đ) | Sinh tố chuối chocolate (45.000đ) | Sinh tố dâu tây (45.000đ) | Sinh tố dừa (45.000đ) | Sinh tố dừa chocolate (45.000đ) | Sinh tố mãng cầu - dâu (45.000đ) | Sinh tố xoài (45.000đ) | Sinh tố xoài - chuối (45.000đ) | Sinh tố xoài - dâu (45.000đ) | Nước ép thơm (45.000đ) | Nước ép dưa hấu (45.000đ) | Nước ép bí đao (45.000đ) | Nước ép ổi (45.000đ) | Nước ép cam (45.000đ) | Nước ép cà rốt (45.000đ),https://www.foody.vn/ho-chi-minh/herb-juice-nuoc-ep-sinh-to-an-vat-hoang-duc-tuong-quan-11
Ốc Trứng Muối - Chi Nhánh 6 Quận 6,_._,"92 Cao Văn Lầu, P. 2, Quận 6, TP. HCM",Đang mở cửa  16:00 - 23:00,Đang cập nhật,10.7498244000000,106.6488294000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lx0uwwnf3zkr1c,--,--,--,--,--,Sò Mai nướng mỡ hành (con) (39.000đ) | Sò Mai nướng trứng cút (con) (39.000đ) | Sò Lông nướng mỡ hành (49.000đ) | Sò Lông nướng muối ớt (49.000đ) | Sò Lông Sốt Mắm Tắc (89.000đ) | Sò dẹo nướng mỡ hành (49.000đ) | Sò Điệp nướng phô mai (49.000đ) | Cồi sò điệp trứng muối (79.000đ) | Cồi Sò Điệp Sốt Bơ Tỏi Bắp Mỹ (79.000đ) | Sò Điệp nướng mỡ hành (49.000đ) | Sò Điệp nướng trứng cút (49.000đ) | Cồi sò điệp sốt tiêu đen (79.000đ) | Sò điệp Nhật nướng phô mai (50.000đ) | Sò điệp Nhật nướng phô mai kéo sợi (50.000đ) | Sò điệp Nhật mỡ hành (50.000đ),https://www.foody.vn/ho-chi-minh/oc-trung-muoi-chi-nhanh-6-quan-6
MÌ TRỘN XP DELI - QUẬN 1,5.0,"Số 48 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",Đang mở cửa  08:00 - 23:00,Đang cập nhật,10.7714110000000,106.6919430000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvd2zw1iitgbe,5.0,5.0,5.0,5.0,5.0,"Ba chỉ bò, tóp mỡ, trứng lòng đào (45.000đ) | Gà nướng Caesar, tóp mỡ , trứng lòng đào (55.000đ) | Sườn non nướng BBQ, tóp mỡ, trứng lòng đào (65.000đ) | Bò viên, chả cá, suông tôm, chả ốc viên, chả cua, tóp mỡ (75.000đ) | Cá hồi ngâm tương, tóp mỡ (95.000đ) | Tôm, mực, cá, chả ốc, chả cua (85.000đ) | Chay: nấm xào, chả chay, đậu hủ ky chiên giòn (65.000đ) | Bò hầm kiểu Đài Loan (80.000đ) | Sốt gạch cua phô mai (98.000đ) | Mì Truyền Thống (15.000đ) | Mì Rau Má (15.000đ) | Mì thanh long (15.000đ)",https://www.foody.vn/ho-chi-minh/mi-tron-xp-deli-quan-1
Ẩm Thực Biển Xanh - Bình Tân,_._,"66 Đường Số 2, P. Bình Hưng Hòa B, Quận Bình Tân, TP. HCM",Đang mở cửa  09:00 - 23:00,3.000đ - 200.000đ,10.8010400000000,106.5898690000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf0r2hoe9cpb1,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/am-thuc-bien-xanh-binh-tan
Cơm Loan - VĨnh Khánh,_._,"129 Vĩnh Khánh, P. 8, Quận 4, TP. HCM",Chưa mở cửa  17:00 - 21:00,25.000đ - 30.000đ,10.7612790000000,106.7026980000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf3yji32o63b8,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/com-loan-vinh-khanh
